,reward1,reward2,reward3,core,l1i_size,l1d_size,l2_size,l1i_assoc,l1d_assoc,l2_assoc,clock_rate,latency,Area,energy,power
198,20.46748,45.330589,100.396449,1.0,16.0,32.0,64.0,1.0,1.0,1.0,2.5,0.00025,124.53,3.97800725,15.912029
199,20.46748,38.145081,71.090689,1.0,128.0,32.0,128.0,1.0,16.0,8.0,2.6,0.00123,12.163,2.16889098,1.763326
200,89.27305,29.612403,9.822611,10.0,16.0,64.0,2048.0,8.0,1.0,4.0,2.9,0.00123,18.9,3.06297429,2.490223
201,77.223926,40.52766,21.269202,5.0,16.0,32.0,128.0,2.0,1.0,1.0,2.6,0.000282,142.1,5.082450186,18.022873
202,20.46748,43.894481,94.135943,1.0,128.0,32.0,128.0,1.0,2.0,1.0,2.7,0.000326,54.3,2.713422206,8.323381
203,100.7,33.532602,11.166191,9.0,16.0,64.0,2048.0,4.0,2.0,2.0,2.9,0.00123,13.117,2.313132957,1.8805959
204,20.46748,45.107324,99.40993,1.0,32.0,8.0,128.0,1.0,1.0,1.0,2.6,0.00025,113.9,3.9635645,15.854258
205,20.434253,45.017009,99.173238,1.0,16.0,32.0,128.0,4.0,1.0,1.0,3.1,0.00123,12.399,2.190414504,1.7808248
206,100.7,33.799699,11.344783,9.0,16.0,64.0,128.0,8.0,2.0,8.0,2.6,0.001232,12.705,2.1992124,1.785075
207,20.46748,42.171938,86.892593,1.0,256.0,128.0,128.0,1.0,1.0,1.0,2.6,0.00025,117.25,3.901169,15.604676
208,20.46748,44.776774,97.958299,1.0,16.0,64.0,128.0,1.0,1.0,1.0,2.6,0.00123,14.542,2.5059552599999995,2.037362
209,100.7,31.84902,10.073089,9.0,256.0,64.0,2048.0,8.0,4.0,2.0,3.3,0.00123,12.707,2.222873958,1.8072146
210,74.482249,38.381388,19.778282,5.0,16.0,32.0,256.0,1.0,8.0,1.0,2.0,0.00025,142.55,4.393678749999999,17.574714999999998
211,20.46748,44.876947,98.397086,1.0,32.0,32.0,128.0,1.0,1.0,2.0,2.6,0.000338,64.862,3.025374118,8.950811
212,100.7,34.099446,11.546894,9.0,16.0,32.0,128.0,8.0,1.0,2.0,2.9,0.00123,12.915,2.212961388,1.7991556
213,20.46748,40.84918,81.527163,1.0,128.0,32.0,128.0,1.0,8.0,8.0,2.5,0.00025,114.3,3.832885,15.33154
214,20.46748,42.467593,88.115218,1.0,16.0,32.0,64.0,1.0,8.0,1.0,2.5,0.00123,16.218,2.67087612,2.171444
215,100.7,33.027751,10.832496,9.0,16.0,64.0,2048.0,8.0,2.0,2.0,2.9,0.00123,14.079,2.4711843900000003,2.009093
216,20.46748,41.862103,85.620491,1.0,16.0,32.0,128.0,1.0,8.0,1.0,2.2,0.00025,130.24,4.085662,16.342648
217,20.46748,44.694669,97.599384,1.0,16.0,32.0,64.0,1.0,1.0,8.0,2.6,0.00123,14.369,2.54318736,2.067632
218,100.7,33.864361,11.388232,9.0,4.0,64.0,128.0,8.0,2.0,2.0,2.2,0.00123,12.999,2.231048415,1.8138605
219,20.46748,35.9538,63.157543,1.0,1024.0,32.0,128.0,1.0,1.0,1.0,2.6,0.00025,115.8,3.8862852500000007,15.545141
220,20.46748,40.736289,81.077166,1.0,256.0,32.0,128.0,1.0,8.0,1.0,2.5,0.00123,22.74,3.44771091,2.803017
221,100.7,32.900523,10.7492,9.0,16.0,256.0,128.0,8.0,2.0,2.0,2.9,0.00123,15.49,2.68570008,2.183496
222,20.46748,40.745322,81.113126,1.0,16.0,32.0,128.0,8.0,8.0,1.0,2.1,0.00025,125.42,4.117322000000001,16.469288000000002
223,20.434253,40.297297,79.468143,1.0,16.0,32.0,1024.0,1.0,1.0,8.0,3.5,0.00123,16.451,2.68450944,2.182528
224,100.7,25.511348,6.463047,9.0,2048.0,64.0,128.0,8.0,16.0,2.0,2.4,0.001232,19.053,2.7445339152,2.2277061
225,6.267115,12.442728,24.703788,4.0,128.0,128.0,128.0,1.0,4.0,1.0,2.2,0.00025,237.09,6.847840499999999,27.391362
226,20.434253,43.085203,90.844263,1.0,128.0,32.0,128.0,8.0,1.0,2.0,3.3,0.004017,49.078,28.786524975,7.166175
227,100.7,33.753748,11.313958,9.0,16.0,64.0,512.0,8.0,2.0,2.0,2.9,0.001232,15.556,2.400845216,1.948738
228,20.46748,45.085189,99.312386,1.0,16.0,32.0,64.0,2.0,1.0,1.0,2.0,0.00025,118.53,3.911797999999999,15.647192
229,20.46748,45.178194,99.722549,1.0,16.0,32.0,64.0,1.0,1.0,1.0,2.1,0.00123,12.237,2.192565897,1.7825739
230,100.7,33.92404,11.428406,9.0,16.0,64.0,128.0,8.0,1.0,2.0,2.9,0.00123,12.163,2.183547783,1.7752421
231,20.46748,28.907556,40.828026,1.0,2048.0,32.0,2048.0,1.0,1.0,1.0,2.6,0.00025,115.6,3.87262375,15.490495
232,20.46748,45.590266,101.549988,1.0,16.0,4.0,64.0,1.0,1.0,1.0,2.6,0.00123,40.873,5.33332059,4.336033
233,100.7,33.827935,11.363746,9.0,64.0,8.0,512.0,8.0,1.0,2.0,2.9,0.00123,11.998,2.144253834,1.7432958
234,20.46748,45.436282,100.865165,1.0,4.0,32.0,64.0,2.0,1.0,2.0,2.7,0.00025,115.04,3.89465925,15.578637
235,20.46748,43.79861,93.725183,1.0,128.0,32.0,128.0,2.0,1.0,1.0,2.5,0.00123,12.304,2.158812237,1.7551319
236,100.7,33.197613,10.944206,9.0,128.0,64.0,128.0,8.0,1.0,2.0,2.3,0.00123,13.178,2.323270494,1.8888378
237,20.46748,41.926808,85.88538,1.0,256.0,32.0,256.0,2.0,1.0,1.0,2.3,0.00025,121.42,4.04395875,16.175835
238,20.46748,45.035766,99.094771,1.0,16.0,32.0,128.0,1.0,1.0,2.0,2.6,0.00123,15.392,2.53534365,2.061255
239,66.25,22.521551,7.656155,13.0,16.0,64.0,2048.0,8.0,1.0,2.0,2.9,0.00123,12.82,2.197380855,1.7864885
240,61.552567,31.682991,16.308205,6.0,16.0,256.0,256.0,4.0,1.0,1.0,2.0,0.00038,179.79,8.7866602,23.12279
241,20.46748,44.889945,98.454096,1.0,64.0,32.0,64.0,1.0,1.0,1.0,2.6,0.000409,74.604,4.439847965999999,10.855374
242,100.7,34.245032,11.645702,9.0,16.0,8.0,128.0,8.0,2.0,2.0,2.7,0.00123,12.483,2.211679974,1.7981138
243,20.46748,28.23762,38.957565,1.0,128.0,1024.0,4096.0,1.0,1.0,1.0,2.0,0.00025,110.57,3.80036475,15.201459
244,20.434253,39.383992,75.906803,1.0,16.0,32.0,128.0,1.0,16.0,8.0,3.1,0.00123,56.685,5.5893881400000005,4.544218
245,100.7,33.926583,11.430119,9.0,16.0,32.0,512.0,8.0,2.0,2.0,2.9,0.001232,18.081,2.873299968,2.332224
246,7.097547,11.389611,18.277193,4.0,16.0,1024.0,128.0,1.0,1.0,1.0,2.0,0.00025,117.29,3.87204325,15.488173
247,20.46748,45.277383,100.160912,1.0,16.0,16.0,64.0,1.0,1.0,1.0,2.0,0.003547,88.319,34.356004351,9.685933
248,100.7,33.589414,11.204059,9.0,16.0,32.0,1024.0,8.0,1.0,2.0,2.8,0.00123,12.064,2.173991298,1.7674726
249,19.980159,31.673261,50.209584,2.0,128.0,32.0,64.0,1.0,1.0,1.0,2.6,0.00025,123.29,3.95016825,15.800673000000002
250,19.980159,24.459252,29.942455,2.0,2048.0,32.0,64.0,1.0,1.0,4.0,2.6,0.00126,23.845,4.442576166,3.5258541
251,85.338983,31.97854,11.983117,9.0,16.0,32.0,128.0,1.0,1.0,2.0,3.5,0.00126,51.614,7.449619716000001,5.9123966
252,20.46748,45.417496,100.781778,1.0,16.0,32.0,64.0,1.0,1.0,1.0,2.8,0.000295,95.713,4.35816008,14.773424
253,20.46748,20.396443,20.325652,1.0,16.0,32.0,16384.0,1.0,1.0,1.0,2.6,0.00123,12.163,2.160598443,1.7565841
254,100.7,28.960704,8.328922,9.0,1024.0,64.0,128.0,8.0,2.0,2.0,3.1,0.00123,126.37,10.713011688,8.7097656
255,19.964314,32.579902,53.167367,2.0,16.0,4.0,64.0,1.0,4.0,1.0,2.9,0.00025,187.72,5.31376325,21.255053
256,20.434253,45.470191,101.180027,1.0,16.0,32.0,64.0,1.0,1.0,1.0,3.2,0.001261,22.732,4.1987585094,3.3297054
257,100.298805,33.786129,11.381018,9.0,16.0,64.0,128.0,8.0,2.0,2.0,2.5,0.001232,12.163,2.1555935632,1.7496701
258,20.46748,45.090243,99.334654,1.0,16.0,8.0,64.0,1.0,1.0,4.0,2.0,0.000251,116.26,3.904303493999999,15.554994
259,19.980159,31.939689,51.057838,2.0,16.0,32.0,128.0,2.0,2.0,2.0,2.6,0.00123,12.54,2.192074389,1.7821743
260,100.7,33.722048,11.292716,9.0,16.0,8.0,1024.0,8.0,4.0,2.0,3.0,0.00126,23.504,4.36876902,3.467277
261,20.46748,45.22015,99.907852,1.0,16.0,32.0,64.0,1.0,1.0,1.0,2.2,0.00025,121.1,3.919156,15.676624
262,20.434253,42.720555,89.313065,1.0,16.0,256.0,256.0,1.0,1.0,1.0,3.3,0.00123,12.163,2.179497885,1.7719494999999998
263,100.7,33.989745,11.472719,9.0,32.0,32.0,128.0,8.0,2.0,2.0,2.9,0.001232,15.366,2.44200572,1.9821475
264,20.434253,45.340488,100.603621,1.0,16.0,8.0,128.0,1.0,1.0,1.0,3.1,0.00025,115.78,3.857666,15.430664
265,20.46748,27.14061,35.98942,1.0,4096.0,32.0,64.0,1.0,1.0,1.0,2.6,0.001232,12.309,2.1679439936,1.7596948
266,85.080798,18.231176,3.90659,9.0,16.0,4096.0,128.0,8.0,1.0,2.0,2.1,0.00123,46.146,6.05036016,4.918992
267,36.538462,31.226223,26.686318,4.0,16.0,32.0,64.0,1.0,1.0,1.0,2.9,0.00025,435.17,9.5718355,38.287342
268,19.980159,32.044005,51.391896,2.0,16.0,32.0,64.0,1.0,1.0,4.0,2.6,0.000689,43.285,4.570687511000001,6.633799
269,100.7,34.008987,11.485712,9.0,16.0,64.0,128.0,8.0,1.0,2.0,3.9,0.00126,23.077,4.34037114,3.444739
270,20.46748,34.412171,57.857514,1.0,512.0,1024.0,64.0,1.0,1.0,2.0,2.6,0.00025,115.6,3.853302,15.413208
271,20.46748,44.207282,95.482386,1.0,16.0,32.0,256.0,1.0,1.0,1.0,2.6,0.00123,27.609,3.76353801,3.059787
272,100.298805,32.926943,10.809536,9.0,16.0,64.0,2048.0,8.0,1.0,2.0,2.5,0.00123,13.84,2.280514341,1.8540767
273,20.46748,36.65926,65.660323,1.0,16.0,32.0,2048.0,1.0,1.0,1.0,2.4,0.000251,129.58,4.110717359999999,16.37736
274,19.980159,31.875914,50.854145,2.0,32.0,32.0,64.0,1.0,1.0,8.0,3.0,0.00123,26.603,3.3162942660000003,2.6961742
275,100.7,33.777567,11.329931,9.0,16.0,64.0,128.0,8.0,1.0,2.0,2.0,0.00126,23.563,4.3862679,3.481165
276,20.46748,40.590193,80.49666,1.0,16.0,32.0,1024.0,1.0,1.0,1.0,2.4,0.00025,115.6,3.906283,15.625132
277,20.46748,44.151707,95.242467,1.0,128.0,32.0,64.0,1.0,1.0,1.0,2.6,0.00123,19.648,2.7050681519999995,2.1992424
278,100.7,33.274847,10.995188,9.0,128.0,64.0,128.0,8.0,2.0,2.0,2.9,0.00123,12.813,2.286259056,1.8587472
279,35.912981,30.418011,25.763814,4.0,16.0,128.0,64.0,1.0,1.0,4.0,2.6,0.00025,121.54,4.02520775,16.100831
280,0.0,0.0,0.0,1.0,16.0,4.0,64.0,8.0,1.0,1.0,2.6,0.000701,46.265,4.816802330000001,6.87133
281,100.298805,34.053016,11.561533,9.0,16.0,16.0,128.0,8.0,1.0,1.0,2.4,0.0,0.0,0.0,0.0
282,20.46748,44.572256,97.065494,1.0,16.0,128.0,64.0,1.0,1.0,1.0,2.6,0.000251,113.33,3.843344127999999,15.312128
283,20.46748,45.360848,100.530529,1.0,16.0,32.0,64.0,1.0,1.0,1.0,2.6,0.00123,12.778,2.243319879,1.8238373
284,66.25,22.741472,7.806408,13.0,64.0,64.0,128.0,8.0,1.0,2.0,2.9,0.00123,12.163,2.165998266,1.7609742
285,20.46748,36.106411,63.694845,1.0,1024.0,32.0,64.0,1.0,1.0,1.0,2.6,0.00038,169.95,8.617540060000001,22.677737
286,20.434253,40.73278,81.195008,1.0,512.0,4.0,64.0,1.0,1.0,1.0,3.5,0.00123,22.453,3.41862756,2.779372
287,100.7,31.523989,9.868539,9.0,16.0,512.0,128.0,1.0,4.0,2.0,2.6,0.001232,16.105,2.686162864,2.180327
288,19.980159,30.577272,46.794903,2.0,16.0,256.0,64.0,4.0,1.0,8.0,2.6,0.00025,137.6,4.4847485,17.938994
289,20.46748,37.246621,67.78122,1.0,1024.0,32.0,64.0,1.0,4.0,1.0,2.6,0.00126,26.365,4.766756399999999,3.78314
290,100.298805,31.706787,10.023254,9.0,256.0,64.0,2048.0,8.0,2.0,2.0,2.5,0.00123,20.211,3.2125263000000004,2.61181
291,20.46748,42.634406,88.808814,1.0,256.0,64.0,64.0,1.0,1.0,4.0,2.6,0.000251,142.78,4.433186095999999,17.662096
292,56.069042,42.76443,32.616867,3.0,16.0,16.0,1024.0,4.0,1.0,1.0,3.2,0.00123,14.418,2.45188446,1.993402
293,100.7,30.846633,9.449005,9.0,512.0,64.0,256.0,8.0,2.0,2.0,2.0,0.000449,40.937,2.4369973390000004,5.427611000000001
294,20.46748,45.524848,101.258769,1.0,16.0,4.0,64.0,1.0,1.0,2.0,2.5,0.00025,147.67,4.68387075,18.735483
295,20.46748,39.942394,77.94779,1.0,512.0,4.0,64.0,1.0,1.0,1.0,2.2,0.00123,12.125,2.150420685,1.7483095
296,73.6036,15.459856,3.247221,9.0,16.0,4096.0,4096.0,8.0,2.0,2.0,3.3,0.00123,16.105,2.79352311,2.271157
297,20.46748,45.621101,101.687403,1.0,16.0,4.0,64.0,1.0,1.0,1.0,2.7,0.00025,467.87,9.9620495,39.848198
298,20.46748,40.204892,78.975689,1.0,512.0,4.0,64.0,1.0,1.0,1.0,2.5,0.00123,11.998,2.1413562,1.7409400000000002
299,100.7,34.015491,11.490106,9.0,16.0,32.0,128.0,8.0,4.0,2.0,2.8,0.00123,16.105,2.75716431,2.241597
300,20.434253,45.741257,102.389972,1.0,16.0,4.0,64.0,1.0,1.0,1.0,3.4,0.00025,116.67,3.8518285,15.407314
301,20.46748,44.214281,95.512621,1.0,16.0,32.0,64.0,8.0,1.0,1.0,2.6,0.001232,11.998,2.1301208544,1.7289942
302,100.7,30.582208,9.287701,9.0,256.0,512.0,128.0,8.0,2.0,2.0,2.9,0.00123,14.246,2.279792454,1.8534898
303,89.27305,29.382697,9.670812,10.0,16.0,32.0,4096.0,1.0,1.0,1.0,2.6,0.00025,149.3,4.76521775,19.060871
304,20.434253,40.876395,81.76857,1.0,16.0,4.0,1024.0,1.0,1.0,1.0,3.3,0.000282,13.0,5.162227422,18.305771
305,100.7,33.931172,11.433212,9.0,16.0,64.0,64.0,8.0,2.0,2.0,2.9,0.001232,19.483,2.6673209024,2.1650332
306,20.46748,44.466111,96.603735,1.0,16.0,4.0,256.0,1.0,1.0,1.0,2.8,0.00025,115.73,3.870996,15.483984
307,20.46748,45.575234,101.483037,1.0,16.0,8.0,64.0,1.0,1.0,1.0,2.6,0.00123,13.68,2.254042773,1.8325551
308,100.7,33.882814,11.400647,9.0,16.0,64.0,128.0,8.0,2.0,4.0,2.9,0.00123,12.018,2.145668457,1.7444459
309,77.223926,39.648385,20.356313,5.0,4.0,32.0,1024.0,1.0,1.0,1.0,2.6,0.00025,116.56,3.88205325,15.528213
310,20.46748,45.39117,100.664974,1.0,16.0,32.0,64.0,1.0,1.0,1.0,2.7,0.000326,60.808,2.835106922,8.696647
311,100.7,28.306709,7.956999,9.0,4.0,16.0,16384.0,8.0,1.0,2.0,2.3,0.00123,12.163,2.163105429,1.7586223
312,20.46748,45.665215,101.884156,1.0,8.0,4.0,64.0,1.0,1.0,1.0,2.6,0.00025,237.78,5.562137,22.248548
313,20.46748,45.250645,100.042648,1.0,16.0,4.0,128.0,1.0,1.0,1.0,2.5,0.00123,11.956,2.13722094,1.7375779999999998
314,70.225982,17.261603,4.242916,8.0,16.0,2048.0,32768.0,8.0,2.0,1.0,2.1,0.00123,12.289,2.17656126,1.769562
315,20.46748,45.18462,99.75092,1.0,32.0,4.0,64.0,1.0,1.0,1.0,2.0,0.000318,424.7,11.769800736,37.011952
316,20.434253,45.882976,103.025419,1.0,8.0,4.0,64.0,1.0,1.0,1.0,3.8,0.00123,12.088,2.182926756,1.7747372
317,100.7,34.179277,11.601023,9.0,16.0,8.0,128.0,8.0,2.0,2.0,2.3,0.001232,11.956,2.11698256,1.71833
318,20.46748,45.156487,99.626741,1.0,16.0,4.0,64.0,4.0,1.0,1.0,2.0,0.00025,110.57,3.81500125,15.260005
319,20.46748,28.377907,39.345617,1.0,16.0,4096.0,64.0,1.0,1.0,8.0,2.6,0.00123,12.278,2.1856476390000004,1.7769493
320,100.7,34.115077,11.557482,9.0,16.0,32.0,128.0,8.0,2.0,2.0,3.2,0.00123,50.274,5.534261999999999,4.4994
321,20.46748,26.121941,33.338535,1.0,16.0,4.0,8192.0,1.0,1.0,1.0,2.6,0.00025,115.03,3.8293735,15.317494
322,0.0,0.0,0.0,1.0,1024.0,4.0,64.0,8.0,1.0,2.0,2.5,0.00123,73.46,6.531449321999999,5.3101214
323,100.7,34.258229,11.65468,9.0,16.0,8.0,128.0,8.0,2.0,2.0,2.8,0.0,0.0,0.0,0.0
324,20.46748,44.926274,98.613513,1.0,16.0,4.0,64.0,1.0,4.0,1.0,2.7,0.00025,110.57,3.7974375,15.18975
325,20.46748,19.818156,19.189432,1.0,16.0,4.0,16384.0,1.0,8.0,8.0,2.6,0.00123,12.255,2.20810461,1.795207
326,85.338983,32.115651,12.086095,9.0,16.0,8.0,128.0,2.0,2.0,2.0,3.7,0.00123,146.9,11.34733671,9.225477
327,20.46748,38.333143,71.793394,1.0,16.0,64.0,64.0,1.0,16.0,1.0,2.1,0.000295,95.877,4.321026955000001,14.647549
328,20.46748,43.113682,90.81673,1.0,32.0,4.0,512.0,1.0,1.0,1.0,2.6,0.00123,16.676,3.03299427,2.465849
329,100.7,29.144353,8.434889,9.0,1024.0,8.0,128.0,8.0,2.0,2.0,2.7,0.00123,14.989,2.397674424,1.9493288
330,44.875223,31.17662,21.659651,5.0,16.0,4.0,64.0,1.0,1.0,1.0,3.1,0.00025,182.0,5.2470065,20.988026
331,20.46748,45.327649,100.383429,1.0,16.0,4.0,64.0,1.0,1.0,4.0,2.6,0.000561,52.821,4.585243178999999,8.173338999999999
332,100.7,25.877622,6.649963,9.0,64.0,2048.0,128.0,8.0,2.0,2.0,3.1,0.00123,12.527,2.1691722810000003,1.7635547
333,20.46748,40.350266,79.547848,1.0,512.0,4.0,64.0,1.0,1.0,1.0,2.7,0.00025,241.04,6.655362500000001,26.62145
334,20.46748,37.797173,69.799816,1.0,128.0,4.0,64.0,1.0,16.0,1.0,2.0,0.00123,16.105,2.73733302,2.225474
335,100.7,32.92956,10.768182,9.0,16.0,256.0,128.0,8.0,2.0,2.0,3.2,0.00123,17.078,3.1196207100000004,2.536277
336,20.46748,45.435545,100.861895,1.0,16.0,8.0,64.0,1.0,1.0,1.0,2.2,0.00025,125.42,4.110064,16.440256
337,20.46748,45.505424,101.172377,1.0,8.0,4.0,64.0,2.0,1.0,2.0,2.4,0.00123,12.018,2.158882224,1.7551888
338,72.971014,24.712992,8.369514,12.0,16.0,128.0,128.0,8.0,2.0,2.0,2.3,0.00123,12.17,2.152256952,1.7498024
339,19.964314,31.291844,49.046489,2.0,256.0,4.0,64.0,1.0,1.0,1.0,2.6,0.000345,157.94,7.29742758,21.151964
340,20.434253,40.472469,80.160541,1.0,512.0,4.0,128.0,1.0,1.0,1.0,3.4,0.001261,25.16,4.5515375087,3.6094667
341,72.161406,15.35141,3.265815,9.0,16.0,2048.0,32768.0,4.0,2.0,2.0,2.7,0.001232,16.396,2.720827648,2.208464
342,20.434253,45.582217,101.679197,1.0,32.0,4.0,64.0,1.0,1.0,1.0,3.4,0.000251,471.58,9.789090611,39.000361
343,20.434253,29.587625,42.841181,1.0,2048.0,1024.0,64.0,1.0,1.0,1.0,3.1,0.001232,12.088,2.145011176,1.7410805
344,100.7,34.28698,11.67425,9.0,16.0,8.0,128.0,8.0,1.0,2.0,2.9,0.001232,37.656,5.090966496,4.132278
345,20.46748,44.363187,96.157045,1.0,128.0,4.0,64.0,1.0,1.0,1.0,2.6,0.00025,109.9,3.7910715,15.164286
346,0.0,0.0,0.0,1.0,64.0,4.0,64.0,8.0,1.0,2.0,3.1,0.00123,12.647,2.264513763,1.8410681
347,100.7,25.249307,6.330958,9.0,16.0,8.0,32768.0,8.0,2.0,2.0,2.4,0.0,0.0,0.0,0.0
348,20.46748,45.097688,99.367461,1.0,64.0,8.0,64.0,1.0,1.0,1.0,2.6,0.00025,343.86,6.990713500000001,27.962854
349,20.46748,45.079085,99.285496,1.0,64.0,4.0,64.0,1.0,1.0,1.0,2.5,0.00123,12.338,2.191350657,1.7815859
350,72.971014,25.289476,8.764543,12.0,16.0,8.0,128.0,8.0,2.0,2.0,2.7,0.00123,12.318,2.193159741,1.7830567
351,20.46748,42.551291,88.462889,1.0,8.0,128.0,64.0,8.0,4.0,1.0,2.0,0.000345,146.55,6.968523899999999,20.19862
352,20.46748,40.086813,78.51248,1.0,512.0,4.0,64.0,4.0,1.0,1.0,2.5,0.00123,14.912,2.46147231,2.001197
353,0.0,0.0,0.0,9.0,16.0,8.0,128.0,16.0,2.0,2.0,2.7,0.00123,16.385,2.77343106,2.254822
354,61.552567,33.224497,17.933732,6.0,16.0,4.0,64.0,2.0,2.0,1.0,2.2,0.0,0.0,0.0,0.0
355,20.434253,45.917495,103.180496,1.0,4.0,4.0,64.0,1.0,1.0,1.0,3.8,0.000409,63.995,4.0374169150000006,9.871435
356,100.7,34.159759,11.587777,9.0,32.0,8.0,128.0,8.0,1.0,2.0,2.7,0.001232,11.938,2.1138007968,1.7157474
357,0.0,0.0,0.0,1.0,8.0,4.0,64.0,8.0,1.0,1.0,3.8,0.00025,110.71,3.81936225,15.277449
358,20.434253,36.118349,63.840609,1.0,1024.0,4.0,256.0,1.0,1.0,1.0,3.5,0.0,0.0,0.0,0.0
359,100.7,31.188916,9.659866,9.0,512.0,8.0,128.0,8.0,2.0,2.0,2.1,0.001232,23.967,3.4163680320000003,2.773026
360,20.434253,37.784244,69.86549,1.0,8.0,1024.0,64.0,1.0,1.0,1.0,3.4,0.00025,141.23,4.5816285,18.326514
361,20.46748,42.691959,89.048746,1.0,16.0,4.0,128.0,1.0,8.0,1.0,2.8,0.001232,23.34,3.1217560528000003,2.5338929
362,100.7,25.240551,6.326568,9.0,16.0,8.0,32768.0,8.0,2.0,2.0,2.3,0.00123,14.204,2.44527813,1.988031
363,20.46748,35.257432,60.734713,1.0,16.0,4.0,2048.0,1.0,8.0,1.0,2.6,0.00025,343.86,6.9955645,27.982258
364,20.434253,45.189176,99.933264,1.0,8.0,4.0,64.0,1.0,1.0,8.0,3.8,0.00123,28.349,3.58524705,2.914835
365,100.7,34.262397,11.657516,9.0,16.0,8.0,128.0,8.0,1.0,2.0,2.7,0.001232,12.792,2.1824866448,1.7714989
366,20.434253,45.757883,102.464418,1.0,16.0,4.0,64.0,1.0,1.0,1.0,3.5,0.00025,109.9,3.7965135,15.186054
367,20.434253,45.137118,99.703151,1.0,64.0,32.0,64.0,1.0,1.0,1.0,3.9,0.001232,11.998,2.128573216,1.727738
368,100.7,25.21492,6.313726,9.0,16.0,32.0,32768.0,8.0,2.0,2.0,2.9,0.001232,12.483,2.1875238,1.7755875
369,77.223926,40.176827,20.902556,5.0,32.0,4.0,512.0,1.0,1.0,8.0,3.8,0.00025,348.32,7.00979375,28.039175
370,20.434253,43.694373,93.431272,1.0,128.0,128.0,64.0,2.0,1.0,1.0,3.6,0.000326,58.001,2.761017554,8.469379
371,89.27305,30.298032,10.282731,10.0,16.0,64.0,128.0,8.0,1.0,2.0,2.7,0.001232,13.442,2.3343684672,1.8947796
372,20.46748,42.148506,86.796057,1.0,16.0,4.0,64.0,1.0,8.0,1.0,2.1,0.000282,128.1,4.855026492,17.216406
373,20.46748,29.793067,43.367666,1.0,512.0,4.0,4096.0,1.0,1.0,1.0,2.5,0.00123,13.913,2.50874244,2.039628
374,100.7,34.230599,11.635888,9.0,16.0,16.0,128.0,8.0,1.0,2.0,3.3,0.00123,48.77,5.020997759999999,4.082112
375,20.46748,42.930321,90.045894,1.0,256.0,4.0,64.0,1.0,1.0,1.0,2.0,0.00025,113.0,3.80357025,15.214281
376,20.434253,45.722577,102.306358,1.0,16.0,4.0,64.0,1.0,1.0,1.0,3.3,0.00123,13.471,2.4181996800000003,1.966016
377,85.338983,31.63201,11.724818,9.0,16.0,8.0,128.0,8.0,1.0,2.0,3.7,0.001232,11.998,2.1318617936,1.7304073
378,20.434253,45.739734,102.383151,1.0,8.0,4.0,64.0,1.0,1.0,1.0,3.0,0.000295,109.9,4.45417078,15.098884
379,20.434253,45.49091,101.272254,1.0,4.0,16.0,128.0,1.0,1.0,2.0,3.8,0.001232,11.956,2.1302627808000003,1.7291094
380,100.7,31.650332,9.947801,9.0,16.0,512.0,128.0,8.0,1.0,1.0,2.7,0.001232,12.665,2.1536304944,1.7480767
381,20.434253,45.805782,102.679048,1.0,16.0,4.0,64.0,1.0,1.0,1.0,3.8,0.00025,135.73,4.44901525,17.796060999999998
382,20.434253,24.122735,28.477007,1.0,1024.0,4.0,8192.0,1.0,1.0,1.0,3.9,0.001232,11.998,2.124123848,1.7241265
383,78.918495,27.406151,9.517377,11.0,32.0,8.0,128.0,8.0,1.0,2.0,2.9,0.001232,83.722,7.658916496,6.216653
384,20.434253,45.851748,102.885227,1.0,8.0,8.0,64.0,1.0,1.0,1.0,3.8,0.000319,134.74,5.933683272000001,18.600888
385,20.46748,36.577745,65.368646,1.0,16.0,4.0,2048.0,4.0,1.0,1.0,2.0,0.001232,11.97,2.1198671648,1.7206714
386,100.7,34.229828,11.635364,9.0,16.0,8.0,128.0,8.0,2.0,2.0,2.6,0.00123,26.717,3.331091658,2.7082046
387,20.434253,45.847526,102.866282,1.0,8.0,4.0,64.0,1.0,1.0,2.0,3.8,0.00025,110.57,3.8037415,15.214966
388,20.46748,43.714253,93.364495,1.0,4.0,256.0,64.0,1.0,1.0,1.0,2.6,0.001232,12.083,2.1202575856,1.7209883
389,56.573034,29.60917,15.496834,7.0,16.0,8.0,128.0,1.0,1.0,2.0,2.9,0.00123,13.624,2.332245804,1.8961348
390,20.434253,43.953032,94.54072,1.0,8.0,128.0,64.0,8.0,1.0,1.0,3.8,0.000445,74.001,5.083560295,11.423731
391,20.434253,44.873471,98.541813,1.0,8.0,128.0,64.0,1.0,1.0,1.0,3.8,0.001232,14.66,2.3069743312,1.8725441
392,100.7,34.337311,11.70855,9.0,16.0,8.0,128.0,8.0,1.0,2.0,3.4,0.001232,12.737,2.2133042624000003,1.7965132
393,20.434253,44.68495,97.715575,1.0,128.0,4.0,64.0,1.0,1.0,1.0,3.8,0.00025,109.9,3.77996575,15.119863
394,20.46748,45.672632,101.917255,1.0,16.0,4.0,64.0,1.0,1.0,1.0,2.9,0.001232,12.647,2.2320189584000003,1.8117037
395,100.7,32.921994,10.763234,9.0,256.0,8.0,128.0,8.0,1.0,2.0,2.9,0.00123,11.998,2.136526851,1.7370137
396,20.434253,45.868592,102.960832,1.0,8.0,4.0,64.0,1.0,1.0,1.0,3.7,0.00025,123.1,4.11195325,16.447813
