,latency,Area,energy,power,core,l1i_size,l1d_size,l2_size,l1i_assoc,l1d_assoc,l2_assoc,clock_rate,best_reward
290,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.0
291,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
292,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.0
293,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.0
294,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.0
295,0.000244,249.98,6.01223808,24.64032,9,1024,64,8192,8,4,2,2.7,40.0
296,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.0
297,0.000409,157.91,6.379050709,15.596701,6,1024,64,2048,16,4,2,2.7,40.0
298,0.0,0.0,0.0,0.0,9,1024,4,8192,16,4,2,3.0,40.0
299,0.001232,88.453,7.550055744000001,6.128292,1,1024,64,8192,16,4,2,3.0,40.0
300,0.000244,208.76,4.835683988,19.818377,9,64,64,8192,16,4,2,2.7,40.0
301,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.0
302,0.00025,276.82,6.30403125,25.216125,9,1024,64,8192,16,4,2,3.4,40.0
303,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.0
304,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.0
305,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.0
306,0.00126,112.01,10.65586914,8.457039,2,1024,64,8192,16,4,2,3.7,40.0
307,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.0
308,0.000244,210.2,4.876613524,19.986121,9,128,32,8192,16,4,2,2.7,40.0
309,0.000251,541.92,11.726637672,46.719672,9,1024,4096,8192,16,4,2,2.7,40.0
310,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.0
311,0.00025,276.82,6.295406250000001,25.181625,9,1024,64,8192,16,4,2,3.7,40.0
312,0.00025,276.82,6.30115625,25.204625,9,1024,64,8192,16,4,2,3.5,40.0
313,0.000319,323.89,9.612000497,30.131663000000003,11,1024,64,8192,16,4,2,2.7,40.0
314,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
315,0.000439,229.74,8.902680745,20.279455,7,1024,64,8192,16,4,2,3.6,40.0
316,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.0
317,0.000345,347.42,11.226890985,32.541713,12,1024,64,8192,16,4,2,2.7,40.0
318,0.00025,295.97,6.96827125,27.873085,9,1024,64,16384,4,4,2,2.2,40.0
319,0.000251,276.82,6.362316624999999,25.347875,9,1024,64,8192,16,4,2,2.6,40.0
320,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.0
321,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.0
322,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.0
323,0.000413,394.48,15.420644386,37.338122,14,1024,64,8192,16,4,2,2.7,40.0
324,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.0
325,0.00025,276.82,6.3223595,25.289438,9,1024,64,8192,16,4,2,2.9,40.0
326,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.0
327,0.00025,273.98,6.50953125,26.038125,9,1024,64,8192,16,4,16,2.7,40.0
328,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.0
329,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.0
330,0.000244,275.45,6.142228591999999,25.173068,9,1024,32,8192,16,4,2,2.7,40.0
331,0.00038,332.19,12.904828880000002,33.960076,13,1024,64,8192,8,4,2,2.7,40.0
332,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.0
333,0.000244,275.45,6.142228591999999,25.173068,9,1024,32,8192,16,4,2,2.7,40.0
334,0.0,0.0,0.0,0.0,9,1024,4,8192,16,4,2,2.7,40.0
335,0.0,0.0,0.0,0.0,13,1024,4,8192,16,4,2,3.0,40.0
336,0.00025,276.82,6.342123000000001,25.368492000000003,9,1024,64,8192,16,4,2,2.5,40.0
337,0.000251,339.13,7.267170871999999,28.952872,9,1024,64,16384,16,4,2,2.7,40.0
338,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.0
339,0.000251,276.82,6.387343584000001,25.447584000000003,9,1024,64,8192,16,4,2,2.2,40.0
340,0.00025,144.2,4.0205655,16.082262,9,4,64,128,16,4,2,3.9,40.0
341,0.000318,291.4,8.642203956,27.176742,8,1024,1024,8192,16,4,2,2.7,40.0
342,0.00025,275.45,6.328932999999999,25.315732,9,1024,32,8192,16,4,2,2.1,40.0
343,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.0
344,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.0
345,0.000446,418.01,17.724091736000002,39.740116,15,1024,64,8192,16,4,2,2.7,40.0
346,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.0
347,0.000244,319.76,7.3725027,30.215175,9,1024,1024,8192,16,4,2,2.7,40.0
348,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.0
349,0.00038,221.69,10.166051460000002,26.752767,13,256,64,8192,2,4,2,2.7,40.0
350,0.000317,465.43,12.226062657,38.568021,8,4096,64,8192,16,4,2,3.5,40.0
351,0.0,0.0,0.0,0.0,10,1024,4,8192,16,4,2,2.7,40.0
352,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.0
353,0.000413,394.48,15.420644386,37.338122,14,1024,64,8192,16,4,2,2.7,40.0
354,0.000244,249.98,6.01223808,24.64032,9,1024,64,8192,8,4,2,2.7,40.0
355,0.000244,249.98,6.01223808,24.64032,9,1024,64,8192,8,4,2,2.7,40.0
356,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.0
357,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.0
358,0.00025,226.24,5.5100225,22.04009,9,32,512,8192,16,4,2,2.4,40.0
359,0.000251,276.82,6.362316624999999,25.347875,9,1024,64,8192,16,4,2,2.6,40.0
360,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.0
361,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.0
362,0.000295,246.62,6.970452635000001,23.628653,9,1024,64,4096,16,4,2,3.8,40.0
363,0.00025,276.82,6.342123000000001,25.368492000000003,9,1024,64,8192,16,4,2,2.5,40.0
364,0.000449,135.56,4.926293749,10.971701,3,1024,64,8192,16,4,2,2.7,40.0
365,0.000439,229.74,8.936381458,20.356222,7,1024,64,8192,16,4,2,2.7,40.0
366,0.000242,276.82,6.177109532,25.525246000000003,9,1024,64,8192,16,4,2,2.0,40.0
367,0.000244,206.47,4.767801967999999,19.540172,9,4,64,8192,16,4,2,2.7,40.0
368,0.00025,276.82,6.314453250000001,25.257813,9,1024,64,8192,16,4,2,3.1,40.0
369,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.0
370,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.0
371,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.87431733333344
372,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.87431733333344
373,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.87431733333344
374,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.87431733333344
375,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.87431733333344
376,0.000439,235.94,9.267098596,21.109564,7,1024,256,8192,16,4,2,2.7,40.87431733333344
377,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.87431733333344
378,0.000251,471.61,10.273536173,40.930423000000005,9,4,4096,8192,16,4,2,2.7,40.87431733333344
379,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.87431733333344
380,0.00025,276.82,6.3223595,25.289438,9,1024,64,8192,16,4,2,2.9,40.87431733333344
381,0.000282,300.35,7.82398425,27.744625,10,1024,64,8192,16,4,2,2.7,40.87431733333344
382,0.00025,287.0,6.50491225,26.019649,9,1024,64,8192,16,16,2,3.0,40.87431733333344
383,0.00025,214.03,5.5003345,22.001338,9,1024,64,64,16,4,2,2.7,40.87431733333344
384,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.87431733333344
385,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.87431733333344
386,0.00025,334.58,7.7949725,31.17989,9,2048,64,8192,16,4,2,3.0,40.87431733333344
387,0.000447,418.01,17.789573688000004,39.797704,15,1024,64,8192,16,4,2,2.5,40.87431733333344
388,0.00025,223.49,5.619984,22.479936,9,1024,64,1024,16,4,2,2.7,40.87431733333344
389,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.87431733333344
390,0.000242,276.82,6.177109532,25.525246000000003,9,1024,64,8192,16,4,2,2.0,40.87431733333344
391,0.000244,206.62,4.771686448,19.556092,9,8,64,8192,16,4,2,2.7,40.87431733333344
392,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.87431733333344
393,0.000446,358.61,15.702826426,35.208131,15,512,64,8192,16,4,2,3.5,40.87431733333344
394,0.000409,206.2,7.371835632000001,18.024048,6,1024,64,8192,16,4,2,3.0,40.87431733333344
395,0.000345,347.42,11.226890985,32.541713,12,1024,64,8192,16,4,2,2.7,40.87431733333344
396,0.00025,276.82,6.30403125,25.216125,9,1024,64,8192,16,4,2,3.4,40.87431733333344
397,0.00025,295.48,6.9044550000000005,27.61782,9,1024,512,8192,16,4,2,2.9,40.87431733333344
398,0.00025,271.18,6.2763155,25.105262,9,1024,16,8192,16,4,2,2.4,40.87431733333344
399,0.000243,339.13,7.084243395,29.153265,9,1024,64,16384,16,4,2,2.0,40.87431733333344
400,0.00025,276.82,6.3223595,25.289438,9,1024,64,8192,16,4,2,2.9,40.87431733333344
401,0.00126,98.864,9.43959114,7.491739,2,256,64,8192,16,4,2,2.7,40.87431733333344
402,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.87431733333344
403,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.87431733333344
404,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.87431733333344
405,0.000295,178.37,5.68160206,19.259668,9,512,64,64,16,4,2,3.5,40.87431733333344
406,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.87431733333344
407,0.00025,273.98,6.50953125,26.038125,9,1024,64,8192,16,4,16,2.7,40.87431733333344
408,0.000244,287.0,6.371118648,26.111142,9,1024,64,8192,16,16,2,2.7,40.87431733333344
409,0.000244,266.33,6.158587327999999,25.240112,9,1024,64,8192,16,8,2,2.7,40.87431733333344
410,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.87431733333344
411,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.87431733333344
412,0.00025,276.82,6.30403125,25.216125,9,1024,64,8192,16,4,2,3.4,40.87431733333344
413,0.000242,276.82,6.177109532,25.525246000000003,9,1024,64,8192,16,4,2,2.0,40.87431733333344
414,0.000409,206.2,7.371835632000001,18.024048,6,1024,64,8192,16,4,2,3.0,40.87431733333344
415,0.000242,276.82,6.177109532,25.525246000000003,9,1024,64,8192,16,4,2,2.0,40.87431733333344
416,0.000413,394.48,15.420644386,37.338122,14,1024,64,8192,16,4,2,2.7,40.87431733333344
417,0.000242,276.82,6.177109532,25.525246000000003,9,1024,64,8192,16,4,2,2.0,40.87431733333344
418,0.000242,276.82,6.177109532,25.525246000000003,9,1024,64,8192,16,4,2,2.0,40.87431733333344
419,0.000242,276.82,6.177109532,25.525246000000003,9,1024,64,8192,16,4,2,2.0,40.87431733333344
420,0.00025,276.82,6.30115625,25.204625,9,1024,64,8192,16,4,2,3.5,40.87431733333344
421,0.00025,276.82,6.307265500000001,25.229062000000003,9,1024,64,8192,16,4,2,3.3,40.87431733333344
422,0.000413,394.48,15.519509152,37.577504,14,1024,64,8192,16,4,2,2.0,40.87431733333344
423,0.000471,441.54,19.971098964,42.401484,16,1024,64,8192,16,4,2,2.0,40.87431733333344
424,0.000242,276.82,6.177109532,25.525246000000003,9,1024,64,8192,16,4,2,2.0,40.87431733333344
425,0.000251,541.92,11.726637672,46.719672,9,1024,4096,8192,16,4,2,2.7,40.87431733333344
426,0.000242,276.82,6.177109532,25.525246000000003,9,1024,64,8192,16,4,2,2.0,40.87431733333344
427,0.000242,276.82,6.177109532,25.525246000000003,9,1024,64,8192,16,4,2,2.0,40.87431733333344
428,0.00025,276.82,6.354701,25.418804,9,1024,64,8192,16,4,2,2.3,40.87431733333344
429,0.00025,275.45,6.25242175,25.009687,9,1024,32,8192,16,4,2,3.8,40.87431733333344
430,0.00025,215.31,5.56637175,22.265487,9,1024,64,256,16,4,2,2.0,40.87431733333344
431,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.87431733333344
432,0.000242,276.82,6.177109532,25.525246000000003,9,1024,64,8192,16,4,2,2.0,40.87431733333344
433,0.000455,229.74,9.304633065,20.449743,7,1024,64,8192,16,4,2,2.0,40.87431733333344
434,0.000242,233.65,5.882743152000001,24.308856,9,1024,64,8192,4,4,2,2.0,40.87431733333344
435,0.000242,276.82,6.173007148,25.508294,9,1024,64,8192,16,2,2,2.0,40.87431733333344
436,0.000243,446.41,8.438210964,34.725148,9,1024,32,32768,16,4,2,2.0,40.87431733333344
437,0.000244,208.76,4.835683988,19.818377,9,64,64,8192,16,4,2,2.7,40.87431733333344
438,0.000446,449.1,19.565741696000003,43.869376,15,1024,512,8192,16,4,2,2.0,40.87431733333344
439,0.000326,134.36,4.394729716,13.480766,5,1024,64,2048,16,4,2,2.0,40.87431733333344
440,0.000242,319.76,7.359364474000001,30.410597000000003,9,1024,1024,8192,16,4,2,2.0,40.87431733333344
441,0.000251,276.82,6.362316624999999,25.347875,9,1024,64,8192,16,4,2,2.6,40.87431733333344
442,0.00025,215.31,5.56637175,22.265487,9,1024,64,256,16,4,2,2.0,40.87431733333344
443,0.000242,276.82,6.177109532,25.525246000000003,9,1024,64,8192,16,4,2,2.0,40.87431733333344
444,0.00025,276.82,6.30403125,25.216125,9,1024,64,8192,16,4,2,3.4,40.87431733333344
445,0.00025,246.62,5.987590249999999,23.950361,9,1024,64,4096,16,4,2,2.0,40.87431733333344
446,0.000244,362.8,8.63285664,35.38056,9,1024,2048,8192,16,4,2,2.7,40.87431733333344
447,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.87431733333344
448,0.00025,232.59,6.01156325,24.046253,9,1024,64,8192,2,4,2,3.3,40.87431733333344
449,0.000642,121.56,6.297964146,9.809913,2,1024,1024,8192,16,4,2,2.0,40.87431733333344
450,0.000242,276.82,6.177109532,25.525246000000003,9,1024,64,8192,16,4,2,2.0,40.87431733333344
451,0.000345,347.42,11.30325915,32.76307,12,1024,64,8192,16,4,2,2.0,40.87431733333344
452,0.000242,276.82,6.177109532,25.525246000000003,9,1024,64,8192,16,4,2,2.0,40.87431733333344
453,0.000242,276.82,6.177109532,25.525246000000003,9,1024,64,8192,16,4,2,2.0,40.87431733333344
454,0.000242,276.82,6.177109532,25.525246000000003,9,1024,64,8192,16,4,2,2.0,40.87431733333344
455,0.00038,370.95,13.230953240000002,34.818298,13,1024,64,8192,16,4,2,3.3,40.87431733333344
456,0.000242,276.82,6.177109532,25.525246000000003,9,1024,64,8192,16,4,2,2.0,40.87431733333344
457,0.0,0.0,0.0,0.0,4,1024,8,8192,16,4,2,3.6,40.87431733333344
458,0.000409,152.85,6.280455124,15.355636,6,1024,64,1024,16,4,2,2.0,40.87431733333344
459,0.000242,279.25,6.252994924,25.838822,9,1024,128,8192,16,4,2,2.0,40.87431733333344
460,0.000378,370.95,13.292630064,35.165688,13,1024,64,8192,16,4,2,2.0,40.87431733333344
461,0.00123,81.976,7.98809601,6.494387,1,1024,64,8192,16,4,8,2.0,40.87431733333344
462,0.00025,223.49,5.6662345,22.664938,9,1024,64,1024,16,4,2,2.0,40.87431733333344
463,0.000326,182.66,5.199099834000001,15.948159,5,1024,64,8192,16,4,2,2.0,40.87431733333344
464,0.000242,276.82,6.177109532,25.525246000000003,9,1024,64,8192,16,4,2,2.0,40.87431733333344
465,0.000242,276.82,6.177109532,25.525246000000003,9,1024,64,8192,16,4,2,2.0,40.87431733333344
466,0.000242,276.82,6.177109532,25.525246000000003,9,1024,64,8192,16,4,2,2.0,40.87431733333344
467,0.000242,276.82,6.177109532,25.525246000000003,9,1024,64,8192,16,4,2,2.0,40.87431733333344
468,0.000243,541.92,11.407902543,46.946101,9,1024,4096,8192,16,4,2,2.0,40.87431733333344
469,0.000409,206.2,7.443593864,18.199496,6,1024,64,8192,16,4,2,2.0,40.87431733333344
470,0.000446,309.09,13.765728005999998,30.864861,15,32,64,8192,16,4,4,2.0,40.87431733333344
471,0.000242,276.82,6.177109532,25.525246000000003,9,1024,64,8192,16,4,2,2.0,40.87431733333344
472,0.000319,190.49,6.203464762000001,19.446598,8,1024,64,64,16,4,2,3.3,40.87431733333344
473,0.000242,276.82,6.177109532,25.525246000000003,9,1024,64,8192,16,4,2,2.0,40.87431733333344
474,0.000242,276.82,6.177109532,25.525246000000003,9,1024,64,8192,16,4,2,2.0,40.87431733333344
475,0.00025,276.82,6.354701,25.418804,9,1024,64,8192,16,4,2,2.3,40.87431733333344
476,0.000242,276.82,6.177109532,25.525246000000003,9,1024,64,8192,16,4,2,2.0,40.87431733333344
477,0.00025,276.82,6.3223595,25.289438,9,1024,64,8192,16,4,2,2.9,40.87431733333344
478,0.000409,206.2,7.443593864,18.199496,6,1024,64,8192,16,4,2,2.0,40.87431733333344
479,0.000413,394.48,15.344594152999996,37.153981,14,1024,64,8192,16,4,2,3.7,40.87431733333344
480,0.000242,276.82,6.177109532,25.525246000000003,9,1024,64,8192,16,4,2,2.0,40.87431733333344
481,0.000242,276.82,6.177109532,25.525246000000003,9,1024,64,8192,16,4,2,2.0,40.87431733333344
482,0.000446,317.89,14.485299054,32.478249,15,64,256,8192,16,4,2,2.0,40.87431733333344
483,0.000242,276.82,6.177109532,25.525246000000003,9,1024,64,8192,16,4,2,2.0,40.87431733333344
484,0.000243,285.45,6.46521183,26.60581,9,1024,64,8192,16,16,1,2.0,40.87431733333344
485,0.000295,223.49,6.594912325,22.355635,9,1024,64,1024,16,4,2,3.7,40.87431733333344
486,0.000242,276.82,6.177109532,25.525246000000003,9,1024,64,8192,16,4,2,2.0,40.87431733333344
487,0.000326,142.79,4.048640618,12.419143,5,8,64,8192,16,2,2,2.8,40.87431733333344
488,0.000243,654.28,11.705681303999995,48.171528,9,1024,32,65536,16,4,2,2.0,40.87431733333344
489,0.000242,231.93,5.20914075,21.525375,9,256,64,8192,16,8,2,2.0,40.87431733333344
490,0.000449,135.56,4.992505085,11.119165,3,1024,64,8192,16,4,2,2.0,40.87431733333344
491,0.000242,207.03,4.779814842,19.751301,9,16,64,8192,16,4,2,2.0,40.87431733333344
492,0.004017,159.11,52.570948989,13.087117,4,1024,64,8192,16,4,2,2.3,40.87431733333344
493,0.000242,249.98,6.003967002,24.809781,9,1024,64,8192,8,4,2,2.0,40.87431733333344
494,0.000471,441.54,19.971098964,42.401484,16,1024,64,8192,16,4,2,2.0,40.87431733333344
495,0.000242,217.7,5.074181464,20.967692,9,256,64,8192,16,4,2,2.0,40.87431733333344
496,0.000242,276.82,6.177109532,25.525246000000003,9,1024,64,8192,16,4,2,2.0,40.87431733333344
497,0.000242,276.82,6.177109532,25.525246000000003,9,1024,64,8192,16,4,2,2.0,40.87431733333344
498,0.000242,276.82,6.177109532,25.525246000000003,9,1024,64,8192,16,4,2,2.0,41.0259786
499,0.000251,276.82,6.362316624999999,25.347875,9,1024,64,8192,16,4,2,2.6,41.0259786
500,0.000242,276.82,6.177109532,25.525246000000003,9,1024,64,8192,16,4,2,2.0,41.322314
